entity_id,entity_type,country,age_days,kyc_level,txn_count_30d,total_volume_30d,avg_tx_amount,distinct_counterparties_30d,pep_flag,sanction_flag,has_crypto_activity,is_fraud
IND_000048,individual,ID,2860,2,11,5797454.475892743,527041.32,11,False,False,False,0
IND_000049,individual,ID,201,1,46,15265836.583168264,331866.01,3,False,False,False,0
IND_000050,individual,ID,3225,2,124,61392613.32869714,495101.72,27,False,False,False,0
IND_000051,individual,IR,695,1,10,14291865.596438663,1429186.56,10,False,False,False,0
IND_000052,individual,ID,1716,2,22,23663668.019194357,1075621.27,22,False,False,False,0
IND_000053,individual,ID,3602,2,17,19109059.461893365,1124062.32,17,False,False,False,0
IND_000054,individual,ID,3287,2,11,2629585.774700503,239053.25,11,False,False,False,0
IND_000055,individual,ID,3197,2,39,143104631.98825964,3669349.54,39,False,False,False,0
IND_000056,individual,ID,143,2,51,23997462.75303062,470538.49,17,False,False,False,0
IND_000057,individual,ID,1809,2,10,23230824.98753435,2323082.5,10,False,False,False,0
IND_000058,individual,ID,808,2,31,18673877.753585085,602383.15,31,False,False,False,0
IND_000059,individual,ID,3069,1,64,28563799.73842068,446309.37,13,False,False,False,0
IND_000060,individual,ID,1315,2,29,15850521.127429698,546569.69,8,False,False,False,0
IND_000061,individual,ID,1678,1,28,4435229.007377489,158401.04,28,False,False,False,0
IND_000062,individual,ID,742,1,3,2037792.6363613596,679264.21,3,False,False,False,0
IND_000063,individual,ID,3248,0,11,3256340.497136868,296030.95,11,False,False,False,0
IND_000064,individual,ID,3281,2,37,3562138.9262702656,96274.03,37,False,False,False,0
IND_000065,individual,ID,1402,1,105,424344787.2157087,4041378.93,49,False,False,False,0
IND_000066,individual,ID,219,2,25,18799947.685465064,751997.91,25,False,False,False,0
IND_000067,individual,ID,2387,2,17,1014853.1834491967,59697.25,17,False,False,False,0
IND_000068,individual,ID,3105,0,12,38976471.47471346,3248039.29,7,False,False,False,0
IND_000069,individual,ID,1932,1,31,1981400.4207595517,63916.14,16,False,False,False,0
IND_000070,individual,KP,2205,2,33,105913019.58184037,3209485.44,33,False,False,False,0
IND_000071,individual,ID,2097,1,13,1238046.9771963265,95234.38,13,False,False,False,0
IND_000072,individual,ID,3109,0,20,83648921.31708819,4182446.07,20,False,False,False,0
IND_000073,individual,ID,1831,1,7,2729879.2716913866,389982.75,7,False,False,False,0
IND_000074,individual,ID,647,1,68,147217887.2849007,2164968.93,45,False,False,False,0
IND_000075,individual,ID,1938,1,26,192516582.75464085,7404483.95,14,False,False,False,0
IND_000076,individual,ID,110,2,21,9995028.389312368,475953.73,21,False,False,False,0
IND_000077,individual,ID,1627,2,3,6170319.656233005,2056773.22,3,False,False,False,0
IND_000078,individual,ID,2029,1,40,19269736.24350826,481743.41,28,False,False,False,0
IND_000079,individual,ID,2996,2,16,9081106.785111936,567569.17,16,False,False,False,0
IND_000080,individual,ID,2454,2,14,4042892.5057113054,288778.04,2,False,False,False,0
IND_000081,individual,ID,1095,2,32,28440162.129601024,888755.07,14,False,False,False,0
IND_000082,individual,ID,3437,1,37,6981430.26749857,188687.3,6,False,False,True,0
IND_000083,individual,ID,948,2,3,306792.8869412237,102264.3,3,False,False,True,0
IND_000084,individual,ID,3467,1,68,17753376.028820258,261079.06,10,False,False,False,0
IND_000085,individual,ID,1934,1,25,33800857.35408753,1352034.29,25,False,False,False,0
IND_000086,individual,ID,3215,1,20,24655287.212576944,1232764.36,20,False,False,False,0
IND_000087,individual,ID,1567,2,20,4239766.072321905,211988.3,20,False,False,False,0
IND_000088,individual,ID,2885,2,83,131841777.57477207,1588455.15,44,False,False,False,0
IND_000089,individual,ID,1452,1,56,5893491.283697705,105240.92,43,False,False,False,0
IND_000090,individual,ID,3398,2,13,5690842.727867184,437757.13,13,False,False,False,0
IND_000091,individual,ID,1813,1,19,22054222.55944309,1160748.56,19,False,False,False,0
IND_000092,individual,ID,2010,1,38,85758271.96709758,2256796.63,38,False,False,False,0
IND_000093,individual,ID,1172,1,17,9605060.15538497,565003.54,16,False,False,False,0
IND_000094,individual,ID,2054,2,54,13472026.32983245,249481.97,12,False,False,False,0
IND_000095,individual,ID,2471,2,14,31679836.66475832,2262845.48,14,False,False,False,0
IND_000096,individual,ID,1694,2,69,21238314.88031526,307801.66,49,False,False,False,0
IND_000097,individual,ID,100,1,24,48808727.71861014,2033696.99,15,False,False,False,0
IND_000098,individual,ID,2297,1,43,3356697.456505647,78062.73,28,False,False,False,0
IND_000099,individual,ID,1285,2,11,5290791.794435843,480981.07,8,False,False,False,0
IND_000100,individual,ID,2856,2,49,38269858.63018532,781017.52,14,False,False,False,0
IND_000101,individual,ID,2474,1,26,6850045.798246332,263463.3,7,False,False,False,0
IND_000102,individual,ID,2930,2,81,31369004.073212277,387271.66,18,False,False,False,0
IND_000103,individual,ID,2642,2,49,17940145.91757078,366125.43,32,False,False,False,0
IND_000104,individual,ID,1425,1,6,267402.86255933286,44567.14,4,False,False,False,0
IND_000105,individual,ID,2044,2,32,34486949.07098193,1077717.16,32,False,False,False,0
IND_000106,individual,MM,378,1,65,26325640.099131256,405009.85,8,False,False,False,0
IND_000107,individual,ID,3207,2,19,11983149.45062648,630692.08,19,False,False,False,0
IND_000108,individual,ID,2359,1,9,5542669.305611563,615852.15,9,False,False,False,0
IND_000109,individual,ID,1113,1,30,11650305.778994534,388343.53,11,False,False,False,0
IND_000110,individual,ID,2853,2,23,62769145.9042199,2729093.3,19,False,False,False,0
IND_000111,individual,ID,321,2,31,9420123.478855733,303874.95,17,False,False,False,0
IND_000112,individual,ID,1771,1,6,5047227.503073088,841204.58,6,False,False,False,0
IND_000113,individual,ID,709,2,12,3686799.6171967834,307233.3,12,False,False,False,0
IND_000114,individual,ID,2850,1,27,76848944.37528612,2846257.2,26,False,False,False,0
IND_000115,individual,ID,193,1,50,26999496.197372142,539989.92,48,False,False,True,0
IND_000116,individual,ID,3454,1,66,83724729.36423254,1268556.51,38,False,False,False,0
IND_000117,individual,ID,194,1,4,10014062.483810062,2503515.62,4,False,False,False,0
IND_000118,individual,ID,2427,2,29,948139.4183840292,32694.46,29,False,False,False,0
IND_000119,individual,ID,458,1,49,32238145.962657347,657921.35,22,False,False,False,0
IND_000120,individual,ID,3145,1,24,27611429.18794003,1150476.22,24,False,False,False,0
IND_000121,individual,ID,3572,1,24,17223702.110469826,717654.25,1,False,False,False,0
IND_000122,individual,ID,1511,2,22,8892137.947876234,404188.09,22,False,False,False,0
IND_000123,individual,ID,1209,1,9,7148638.716507319,794293.19,9,False,False,False,0
IND_000124,individual,ID,2937,2,89,26840013.168351267,301573.18,36,False,False,False,0
IND_000125,individual,ID,494,1,12,2714385.2485117177,226198.77,8,False,False,False,0
IND_000126,individual,ID,2919,1,6,2109412.6051949617,351568.77,6,False,False,False,0
IND_000127,individual,ID,2485,1,23,10703219.200251363,465357.36,9,False,False,False,0
IND_000128,individual,ID,3256,2,45,9456624.15536438,210147.2,1,False,False,False,0
IND_000129,individual,ID,2035,1,15,1520250.038266981,101350.0,15,False,False,False,0
IND_000130,individual,SY,1895,2,14,446190.4965518,31870.75,13,False,False,False,0
IND_000131,individual,ID,1712,0,45,6083796.44769016,135195.48,45,False,False,False,0
IND_000132,individual,ID,3275,1,10,4866881.958963158,486688.2,10,False,False,False,0
IND_000133,individual,ID,3592,1,12,1793099.7592997584,149424.98,12,False,False,True,0
IND_000134,individual,ID,3597,0,9,1815690.8048497476,201743.42,9,False,False,False,0
IND_000135,individual,ID,1658,1,29,38262190.633478805,1319385.88,22,False,False,False,0
IND_000136,individual,ID,2973,2,11,4847337.622650902,440667.06,11,False,False,True,0
IND_000137,individual,MM,1207,1,17,50206706.11121752,2953335.65,17,False,False,False,0
IND_000138,individual,ID,441,1,62,5697597.980344528,91896.74,45,False,False,False,0
IND_000139,individual,ID,1498,1,25,12886803.988187889,515472.16,10,False,False,False,0
IND_000140,individual,ID,747,1,17,3548451.3532506027,208732.43,17,False,False,False,0
IND_000141,individual,ID,1918,1,12,2759896.1511479914,229991.35,12,False,False,False,0
IND_000142,individual,ID,2805,1,40,28266371.699876808,706659.29,5,False,False,False,0
IND_000143,individual,ID,1767,2,23,4268154.370377356,185571.93,23,False,False,False,0
IND_000144,individual,ID,1001,2,16,82192392.7282345,5137024.55,16,False,False,False,0
IND_000145,individual,ID,2726,1,71,15953861.737884369,224702.28,1,False,False,False,0
IND_000146,individual,ID,2513,1,41,10461672.8736491,255162.75,19,False,False,False,1
IND_000147,individual,ID,808,2,19,2142467.8100459813,112761.46,19,False,False,False,0
IND_000148,individual,ID,427,1,30,11105329.605100729,370177.65,30,False,False,True,0
IND_000149,individual,ID,568,1,17,3652238.8803246943,214837.58,17,False,False,False,0
IND_000150,individual,IR,3619,2,42,7800221.739071876,185719.57,34,False,False,False,0
IND_000151,individual,IR,2003,1,107,58031932.405847535,542354.51,19,False,False,False,0
IND_000152,individual,ID,606,1,26,20660814.260119192,794646.7,15,False,False,False,0
IND_000153,individual,ID,3325,2,69,14956959.102931837,216767.52,6,False,False,False,0
IND_000154,individual,ID,2785,1,38,32273788.05086653,849310.21,17,False,False,False,0
IND_000155,individual,ID,987,1,50,15994876.705406466,319897.53,40,False,False,False,0
IND_000156,individual,ID,288,2,48,9430931.086058231,196477.73,30,False,False,False,0
IND_000157,individual,ID,182,1,1,66416.2926039669,66416.29,1,False,False,False,0
IND_000158,individual,ID,1549,2,25,32273880.52713445,1290955.22,25,False,False,False,0
IND_000159,individual,ID,1729,2,26,14024688.435184551,539411.09,26,False,False,False,0
IND_000160,individual,ID,919,1,37,30164359.97760092,815252.97,16,False,False,False,0
IND_000161,individual,ID,2671,1,57,14050622.22343888,246502.14,26,False,False,False,0
IND_000162,individual,ID,405,1,33,89364416.61033115,2708012.62,33,False,False,True,0
IND_000163,individual,ID,545,2,33,68399598.86891203,2072715.12,14,False,False,False,0
IND_000164,individual,ID,3592,1,17,23910630.92341031,1406507.7,17,False,False,True,0
IND_000165,individual,KP,622,2,48,2995253.166255055,62401.11,35,False,False,False,0
IND_000166,individual,ID,90,1,82,44519252.390361376,542917.71,38,False,True,True,1
IND_000167,individual,ID,2184,1,44,24174928.557689767,549430.19,5,False,False,False,0
IND_000168,individual,ID,2093,2,119,446843882.47016907,3754990.61,40,False,False,False,0
IND_000169,individual,ID,1906,2,38,22700077.09757406,597370.45,2,False,False,False,0
IND_000170,individual,ID,2038,2,8,4413160.087631016,551645.01,8,False,False,False,0
IND_000171,individual,ID,1156,2,26,242018774.1166929,9308414.39,26,False,False,False,0
IND_000172,individual,ID,1888,1,36,57581661.5498105,1599490.6,28,False,False,False,0
IND_000173,individual,ID,3179,0,15,18453156.317499783,1230210.42,14,False,False,False,0
IND_000174,individual,ID,1663,2,1,2031227.1096287845,2031227.11,1,False,False,False,0
IND_000175,individual,ID,2843,1,12,1375604.5160354772,114633.71,5,False,False,False,0
IND_000176,individual,ID,1556,1,22,25555660.229794808,1161620.92,22,False,False,False,0
IND_000177,individual,ID,1712,1,22,2871691.677349051,130531.44,22,False,False,False,0
IND_000178,individual,ID,1208,2,36,6104802.127573425,169577.84,23,False,False,False,0
IND_000179,individual,ID,3500,2,21,4120326.5687450655,196206.03,21,False,False,False,0
IND_000180,individual,ID,3491,2,28,10792820.33029597,385457.87,28,False,False,False,0
IND_000181,individual,ID,2724,1,123,1188664878.0593705,9663942.1,12,False,False,False,1
IND_000182,individual,ID,773,1,9,21073424.456750598,2341491.61,9,False,False,False,0
IND_000183,individual,ID,405,1,0,0.0,0.0,0,False,False,False,0
IND_000184,individual,ID,1358,1,29,10718076.53573838,369588.85,29,False,False,False,0
IND_000185,individual,ID,233,1,36,10316444.907654865,286567.91,18,False,False,False,0
IND_000186,individual,ID,912,1,23,9142357.16062557,397493.79,8,False,False,False,0
IND_000187,individual,ID,2188,1,25,12451737.856896996,498069.51,3,False,False,True,0
IND_000188,individual,ID,895,1,22,6389870.882089358,290448.68,22,False,False,True,0
IND_000189,individual,ID,749,1,20,11725947.505557008,586297.38,20,False,False,False,0
IND_000190,individual,ID,325,1,30,6031566.985810401,201052.23,30,False,False,False,0
IND_000191,individual,ID,2388,2,10,596509.2851864098,59650.93,10,False,False,False,0
IND_000192,individual,VE,1360,2,161,16056156.039183185,99727.68,30,False,False,True,1
IND_000193,individual,ID,1026,1,12,13157842.58263991,1096486.88,12,False,False,False,0
IND_000194,individual,ID,1394,1,6,323707.68143158255,53951.28,5,False,False,False,0
IND_000195,individual,ID,1461,2,15,21300421.714990266,1420028.11,15,False,False,False,0
IND_000196,individual,ID,2497,2,24,141009987.11933216,5875416.13,24,False,False,False,0
IND_000197,individual,ID,3120,1,40,3770592.083447067,94264.8,38,False,False,False,0
IND_000198,individual,ID,2588,1,27,1690145.677405892,62597.99,27,False,False,False,0
IND_000199,individual,ID,3291,1,37,9322493.076882776,251959.27,4,False,False,False,0
IND_000200,individual,ID,1540,0,158,488688176.0395209,3092963.14,6,False,False,True,1
IND_000201,individual,ID,3273,2,69,25251212.10048319,365959.6,3,False,False,False,0
IND_000202,individual,ID,1978,1,44,12820729.746774113,291380.22,4,False,False,False,0
IND_000203,individual,ID,375,2,29,2060537.728415719,71053.03,12,False,False,False,0
IND_000204,individual,ID,2527,1,12,10571444.415018886,880953.7,12,False,False,False,0
IND_000205,individual,ID,244,1,4,1984106.6679256605,496026.67,4,False,False,False,0
IND_000206,individual,ID,1062,1,28,25681584.77676726,917199.46,28,False,False,False,0
IND_000207,individual,ID,2748,1,5,291259.3077059787,58251.86,5,False,False,False,0
IND_000208,individual,SY,2933,2,49,26899945.0167852,548978.47,20,False,False,False,0
IND_000209,individual,ID,2908,1,19,1296133.549390351,68217.56,19,False,False,True,0
IND_000210,individual,ID,2112,2,18,2158738.6172413803,119929.92,18,False,False,False,0
IND_000211,individual,ID,816,1,47,4269170.631092615,90833.42,9,False,False,False,0
IND_000212,individual,ID,2240,1,20,23576723.591800425,1178836.18,20,False,False,False,0
IND_000213,individual,ID,1573,2,38,9753073.162681917,256659.82,12,False,False,False,0
IND_000214,individual,ID,1822,1,39,46073261.44684824,1181365.68,24,False,False,False,0
IND_000215,individual,ID,3096,0,27,20415491.21304186,756129.3,15,False,False,False,0
IND_000216,individual,ID,3450,2,21,36013548.13712177,1714930.86,21,False,False,False,0
IND_000217,individual,ID,1594,2,23,1884743.525928513,81945.37,23,False,False,False,0
IND_000218,individual,ID,1054,1,36,4558650.019861059,126629.17,31,False,False,False,0
IND_000219,individual,ID,3516,2,58,42098702.82917484,725839.7,6,False,False,False,0
IND_000220,individual,ID,1821,2,3,3760003.016675898,1253334.34,3,False,False,False,0
IND_000221,individual,ID,1653,2,30,31242093.36796868,1041403.11,16,False,False,False,0
IND_000222,individual,ID,435,2,25,47998531.06435488,1919941.24,25,False,False,True,0
IND_000223,individual,ID,1965,1,13,17343743.075123303,1334134.08,9,False,False,False,0
IND_000224,individual,ID,107,2,31,1822651.4040250264,58795.21,10,False,False,False,0
IND_000225,individual,ID,1210,2,4,1234111.4253164558,308527.86,4,False,False,False,0
IND_000226,individual,ID,484,1,12,521514.672627662,43459.56,12,False,False,False,0
IND_000227,individual,ID,618,2,8,2901022.6708244216,362627.83,1,False,False,False,0
IND_000228,individual,ID,380,2,12,84865139.15305568,7072094.93,12,False,False,False,0
IND_000229,individual,ID,2299,1,14,25130198.963940047,1795014.21,14,False,False,False,0
IND_000230,individual,ID,1492,1,71,16879990.69607337,237746.35,23,False,False,False,0
IND_000231,individual,ID,3129,1,15,3659683.9365341966,243978.93,3,False,False,False,0
IND_000232,individual,ID,2834,2,21,5935390.118267867,282637.62,21,False,False,False,0
IND_000233,individual,ID,1904,2,8,5345597.319382559,668199.66,8,False,False,True,0
IND_000234,individual,ID,2141,1,18,134789302.62812755,7488294.59,18,False,False,False,0
IND_000235,individual,ID,3561,1,47,13458286.508533292,286346.52,42,False,False,False,0
IND_000236,individual,ID,3074,1,38,32274405.770325664,849326.47,25,False,False,False,0
IND_000237,individual,ID,3295,1,52,2822087.272369676,54270.91,6,False,False,False,0
IND_000238,individual,ID,2264,1,7,1128973.7490976038,161281.96,7,False,False,False,0
IND_000239,individual,ID,1775,1,24,162931.18876423858,6788.8,24,False,False,False,0
IND_000240,individual,ID,1811,1,11,23832125.451210093,2166556.86,4,False,False,False,0
IND_000241,individual,ID,2812,1,8,4720705.548013107,590088.19,2,False,False,False,0
IND_000242,individual,ID,305,2,72,51826244.56632294,719808.95,24,False,False,False,1
IND_000243,individual,ID,1549,2,41,60842374.69744752,1483960.36,41,False,False,False,0
IND_000244,individual,ID,1171,2,67,19006746.95657508,283682.79,8,False,False,False,0
IND_000245,individual,ID,512,2,12,8769669.826088823,730805.82,12,False,False,False,0
IND_000246,individual,ID,2041,1,33,38950836.1188939,1180328.37,9,False,False,False,0
IND_000247,individual,ID,389,2,5,5462423.07183353,1092484.61,5,False,False,False,0
IND_000248,individual,ID,1258,1,6,3655180.832293965,609196.81,6,False,False,False,0
IND_000249,individual,ID,948,1,18,33975495.11525004,1887527.51,13,False,False,False,0
IND_000250,individual,ID,2374,2,6,3276919.8370917886,546153.31,6,False,False,True,0
IND_000251,individual,ID,2966,1,33,9444648.348287882,286201.47,33,False,False,False,0
IND_000252,individual,ID,1328,1,28,6962479.848622114,248659.99,28,False,False,False,0
IND_000253,individual,ID,2288,2,27,18557036.22002468,687297.64,12,False,False,False,0
IND_000254,individual,ID,3435,0,16,6048631.667957037,378039.48,10,False,False,False,0
IND_000255,individual,ID,2155,2,2,114915.7945956621,57457.9,2,False,False,False,0
IND_000256,individual,ID,1270,2,17,1719200.8009011997,101129.46,6,False,False,False,0
IND_000257,individual,ID,2728,2,21,35703035.28182755,1700144.54,21,False,False,True,0
IND_000258,individual,ID,362,1,59,19987989.17275935,338779.48,42,False,False,False,0
IND_000259,individual,ID,2561,2,8,811573.150801563,101446.64,8,False,False,False,0
IND_000260,individual,ID,1033,1,46,15883014.00173165,345282.91,44,False,False,False,0
IND_000261,individual,ID,1732,1,26,8734693.522132978,335949.75,14,False,False,False,0
IND_000262,individual,ID,3555,2,36,15383546.350920592,427320.73,26,False,False,False,0
IND_000263,individual,ID,1940,2,41,43168437.080922864,1052888.71,29,False,False,False,0
IND_000264,individual,ID,2550,2,10,6520619.915743195,652061.99,10,False,False,False,0
IND_000265,individual,ID,682,2,57,45477886.20291115,797857.65,33,False,False,False,0
IND_000266,individual,ID,1640,1,32,5705016.779818514,178281.77,16,False,False,True,0
IND_000267,individual,ID,3644,1,13,5653596.898632597,434892.07,13,False,False,False,0
IND_000268,individual,ID,3644,1,14,20459543.64775884,1461395.97,14,False,False,False,0
IND_000269,individual,ID,827,0,21,4068279.780025409,193727.61,19,False,False,False,0
IND_000270,individual,ID,2582,2,50,5954562.379441785,119091.25,8,False,False,False,0
IND_000271,individual,SY,2314,2,24,5351289.761750182,222970.41,24,False,False,False,0
IND_000272,individual,ID,189,1,209,89990129.01163688,430574.78,31,False,True,False,1
IND_000273,individual,ID,2541,1,11,5091522.972930577,462865.72,11,False,False,False,0
IND_000274,individual,ID,3422,0,21,3860355.883415753,183826.47,21,False,False,False,0
IND_000275,individual,ID,2789,1,49,45799881.69929034,934691.46,27,False,False,False,0
IND_000276,individual,ID,139,1,30,5090787.048179802,169692.9,17,False,False,False,0
IND_000277,individual,ID,2984,0,79,53701888.52355634,679770.74,31,False,False,False,0
IND_000278,individual,ID,635,2,15,24516628.982135344,1634441.93,15,False,False,False,0
IND_000279,individual,ID,1314,1,80,110685255.98479028,1383565.7,14,False,False,False,1
IND_000280,individual,ID,3043,1,33,200337898.3104152,6070845.4,33,False,False,False,0
IND_000281,individual,ID,2182,1,9,2109721.8925376656,234413.54,9,False,False,False,0
IND_000282,individual,ID,3583,2,137,53974714.12298543,393976.02,42,False,False,False,0
IND_000283,individual,ID,1172,1,8,6966157.972586319,870769.75,8,False,False,False,0
IND_000284,individual,ID,2857,1,52,20142923.702973157,387363.92,21,False,False,False,0
IND_000285,individual,ID,1208,2,3,449859.86108106375,149953.29,3,False,False,False,0
IND_000286,individual,ID,3196,2,5,24434886.29892841,4886977.26,5,False,False,True,0
IND_000287,individual,ID,2716,1,4,889996.0038674414,222499.0,4,False,False,False,0
IND_000288,individual,ID,1142,2,36,3537564.5138716623,98265.68,36,False,False,True,0
IND_000289,individual,ID,954,2,33,6412599.110487997,194321.19,4,False,False,False,0
IND_000290,individual,ID,593,1,31,9666716.260760317,311829.56,31,False,False,False,0
IND_000291,individual,ID,1978,1,22,34827722.988865405,1583078.32,13,False,False,False,0
IND_000292,individual,ID,3178,1,8,5191377.074983833,648922.13,8,False,False,False,0
IND_000293,individual,ID,747,2,130,12898417.398718664,99218.6,3,False,False,True,1
IND_000294,individual,ID,3602,2,5,1595284.6589434848,319056.93,3,False,False,False,0
IND_000295,individual,ID,1195,1,30,28916023.16658969,963867.44,30,False,False,False,0
IND_000296,individual,ID,1947,2,6,7335633.1232817555,1222605.52,6,False,False,False,0
IND_000297,individual,ID,87,1,56,38283840.16994048,683640.0,19,False,False,False,0
IND_000298,individual,ID,1690,2,59,17632961.27621259,298863.75,33,False,False,True,0
IND_000299,individual,ID,1985,1,15,5671425.379415657,378095.03,15,False,False,False,0
IND_000300,individual,ID,1380,2,9,1964421.4528204424,218269.05,9,False,False,False,0
IND_000301,individual,ID,2765,1,25,13073357.481754856,522934.3,20,False,False,False,0
IND_000302,individual,ID,3183,2,34,1208944.0986762205,35557.18,8,False,False,False,0
IND_000303,individual,ID,577,2,135,19367622.49407692,143463.87,30,False,False,False,0
IND_000304,individual,ID,1958,2,39,24045168.23262511,616542.78,39,False,False,False,0
IND_000305,individual,ID,3255,1,14,11943723.34531746,853123.1,14,False,False,False,0
IND_000306,individual,ID,3424,2,11,4689469.917804396,426315.45,11,False,False,False,0
IND_000307,individual,ID,1839,2,87,22459025.66699014,258149.72,14,False,False,False,0
IND_000308,individual,ID,257,2,26,3160067.443478502,121541.06,26,False,False,False,0
IND_000309,individual,ID,1292,2,40,7010541.250396613,175263.53,26,False,False,False,0
IND_000310,individual,ID,1765,2,31,45816657.89329576,1477956.71,5,False,False,False,0
IND_000311,individual,ID,1963,2,20,17418019.974818625,870901.0,20,False,False,False,0
IND_000312,individual,ID,1751,1,32,49726077.71529958,1553939.93,25,False,False,False,0
IND_000313,individual,ID,2740,2,37,76946870.38752562,2079645.15,9,False,False,False,0
IND_000314,individual,ID,2196,1,20,1909028.770225961,95451.44,15,False,False,False,0
IND_000315,individual,ID,2975,2,4,274586.57442701387,68646.64,4,False,False,False,0
IND_000316,individual,SY,802,1,19,10304296.78690945,542331.41,19,False,False,False,0
IND_000317,individual,ID,3649,2,13,386943.7001554055,29764.9,13,False,False,True,0
IND_000318,individual,ID,2910,2,13,3334576.44836734,256505.88,13,False,False,False,0
IND_000319,individual,ID,3567,1,24,60159832.76996753,2506659.7,9,False,False,False,0
IND_000320,individual,ID,1336,1,3,3001371.7114706663,1000457.24,3,False,False,False,0
IND_000321,individual,ID,2734,2,37,12087653.129038705,326693.33,27,False,False,False,0
IND_000322,individual,ID,747,2,33,11638528.050458184,352682.67,28,False,False,False,0
IND_000323,individual,ID,1591,1,37,5758748.720969409,155641.86,21,False,False,False,0
IND_000324,individual,ID,2233,1,10,445994.2326730356,44599.42,10,False,False,False,0
IND_000325,individual,ID,2333,2,33,7078122.757033072,214488.57,27,False,False,False,0
IND_000326,individual,ID,2678,1,5,691347.8521453753,138269.57,5,False,False,False,0
IND_000327,individual,ID,1129,1,37,19845530.202842627,536365.68,37,False,False,False,0
